Experiment Name	Sample ID	Region	Protocol	Gene Panel	RIN	BICAN Experiment ID	MERFISH Experiment ID	Experiment Start Date	MERFISH Cells #	Median Transcripts per Cell	Median Gene per Cell	Mean tranx/FOV from Instrument	Counts/FOV adjusted to match M1	Instrument	BIL Path	Experiment Notes	Imaging Duration (hrs)	Analysis duration (hrs)	Tranfer to NAS duration (hrs)	Total Size of Exp (TB)	Data Location				for formatting (can ignore)
20251114M255BICANRen66	UCI.5224.CX19.SUBr	SUBr	v2	1000 D2P2484	8.2	REN066	M255	11/6/2025				36,515	18,630	WatermelonUltra	/bil/lz/boonee/bbbed7820762e89d	Only 2 donors for this region, DAPI looked really washed out/bright?									75
20260130M262BICANRen67	UWA.7648.CX24.THM.01	THM1	v2	1000 D2P2618	6.0	REN067	M262	1/21/2026	55,007	207	116	69,250	35,332	HoneydewUltra	/bil/lz/boonee/a4d2474d0115a814	R1									76
20260130M262BICANRen67	UCI.4723.CX20.THM1	THM1	v2	1000 D2P2618	4.8	REN067	M262	1/21/2026	45,564	86	57	40,964	20,900	HoneydewUltra	/bil/lz/boonee/a4d2474d0115a814	R2									76
20260130M262BICANRen67	UCI.2424.CX18.THM1	THM1	v2	1000 D2P2618	4.7	REN067	M262	1/21/2026	39,203	93	61	27,179	13,867	HoneydewUltra	/bil/lz/boonee/a4d2474d0115a814	R3									76
20260130M262BICANRen67	UCI.5224.CX17.THM1	THM1	v2	1000 D2P2618	6.7	REN067	M262	1/21/2026	54,997	293	150	84,423	43,073	HoneydewUltra	/bil/lz/boonee/a4d2474d0115a814	R4									76
20260130M263BICANRen68	UWA.7648.CX24.THM.02	THM2	v2	1000 D2P2618	7.1	REN068	M263	1/22/2026	29,485	74	50	25,904	13,216	WatermelonUltra	/bil/lz/boonee/e416dcaf323ece0c										77
20260130M263BICANRen68	UCI.4723.CX20.THM2	THM2	v2	1000 D2P2618	5.7	REN068	M263	1/22/2026	44,453	32	24	15,974	8,150	WatermelonUltra	/bil/lz/boonee/e416dcaf323ece0c										77
20260130M263BICANRen68	UCI.2424.CX18.THM2	THM2	v2	1000 D2P2618	5.4	REN068	M263	1/22/2026	48,574	37	27	16,645	8,492	WatermelonUltra	/bil/lz/boonee/e416dcaf323ece0c										77
20260130M263BICANRen68	UCI.5224.CX19.THM2.VPT-ZI-R	THM2	v2	1000 D2P2618	6.2	REN068	M263	1/22/2026	36,189	161	90	38,290	19,536	WatermelonUltra	/bil/lz/boonee/e416dcaf323ece0c										77
20260206M264BICANRen69	UWA.7648.CX24.THM.03	THM3	v2	1000 D2P2618	6.5	REN069	M264	1/29/2026	55,374	132	81	45,059	22,989	HoneydewUltra	/bil/lz/boonee/6084fa75e9dc36d7										78
20260206M264BICANRen69	UCI.4723.CX20.THM3	THM3	v2	1000 D2P2618	n/a	REN069	M264	1/29/2026	23,432	38	27	19,510	9,954	HoneydewUltra	/bil/lz/boonee/6084fa75e9dc36d7										78
20260206M264BICANRen69	UCI.2424.CX19.THM3	THM3	v2	1000 D2P2618	6.8	REN069	M264	1/29/2026	40,372	21	16	11,863	6,052	HoneydewUltra	/bil/lz/boonee/6084fa75e9dc36d7										78
20260206M264BICANRen69	UCI.5224.CX19.THM3	THM3	v2	1000 D2P2618	6.2	REN069	M264	1/29/2026	33,499	244	129	65,857	33,601	HoneydewUltra	/bil/lz/boonee/6084fa75e9dc36d7										78
20260206M265BICANRen70	UWA.7648.CX27.THM4	THM4	v2	1000 D2P2618	6.4	REN070	M265	1/30/2026	68,180	109	68	46,128	23,535	WatermelonUltra	/bil/lz/boonee/e2478deb190d982b										79
20260206M265BICANRen70	UCI.4723.CX23.THM4	THM4	v2	1000 D2P2618	5.0	REN070	M265	1/30/2026	41,593	43	30	21,826	11,136	WatermelonUltra	/bil/lz/boonee/e2478deb190d982b										79
20260206M265BICANRen70	UCI.2424.CX21.THM4.LP	THM4	v2	1000 D2P2618	n/a	REN070	M265	1/30/2026	41,154	66	44	27,565	14,064	WatermelonUltra	/bil/lz/boonee/e2478deb190d982b										79
20260206M265BICANRen70	UCI.5224.CX21.THM4	THM4	v2	1000 D2P2618	7.6	REN070	M265	1/30/2026	41,449	180	98	46,917	23,937	WatermelonUltra	/bil/lz/boonee/e2478deb190d982b										79
20260213M266BICANRen71	UWA.7648.CX26.THM.02	THM5	v2	1000 D2P2618	6.5	REN071	M266	2/3/2026	48,488	160	91	57,010	29,087	HoneydewUltra	/bil/lz/boonee/553e5fc2a81c6988	Jesus imaged									80
20260213M266BICANRen71	UCI.4723.CX23.THM5	THM5	v2	1000 D2P2618	5.0	REN071	M266	2/3/2026	29,282	88	57	39,606	20,207	HoneydewUltra	/bil/lz/boonee/553e5fc2a81c6988										80
20260213M266BICANRen71	UCI.2424.CX28.THM5	THM5	v2	1000 D2P2618	5.1	REN071	M266	2/3/2026	29,047	53	38	32,908	16,790	HoneydewUltra	/bil/lz/boonee/553e5fc2a81c6988										80
20260213M266BICANRen71	UCI.5224.CX28.THM5	THM5	v2	1000 D2P2618	7.5	REN071	M266	2/3/2026	38,278	230	125	93,995	47,957	HoneydewUltra	/bil/lz/boonee/553e5fc2a81c6988										80
20260327M269BICANRen72	UWA.7648.CX22.MTC	MTC	v2	1000 D2M2006	6.9	REN072	M269	3/23/3036	25,167	245	136	55,312	28,220	HoneydewUltra	I						merfish14				81
20260327M269BICANRen72	UCI.4723.CX18.MTC	MTC	v2	1000 D2M2006	7.0	REN072	M269	3/23/3036	30,902	167	102	46,008	23,473	HoneydewUltra	I						merfish14				81
20260327M269BICANRen72	UCI.2424.CX17.MTC	MTC	v2	1000 D2M2006	6.2	REN072	M269	3/23/3036	28,774	106	73	31,632	16,139	HoneydewUltra	I						merfish14				81
20260327M269BICANRen72	UCI.5224.CX16.MTC	MTC	v2	1000 D2M2006	7.9	REN072	M269	3/23/3036	35,602	122	81	46,196	23,569	HoneydewUltra	I						merfish14				81
20260515M273BICANRen73	UWA.7647.CB60.VePo	VePo	v2	1000 D2P2750	6.9	REN073	M273	5/11/2026	61,840	99	65	36,041	18,388	HoneydewUltra											82
20260515M273BICANRen73	UCI.4723.CB09.VePo	VePo	v2	1000 D2P2750	7.2	REN073	M273	5/11/2026	212,711	169	95	78,346	39,973	HoneydewUltra											82
20260515M273BICANRen73	UCI.2424.CB01.VePo	VePo	v2	1000 D2P2750	5.7	REN073	M273	5/11/2026	133,741	89	59	32,444	16,553	HoneydewUltra											82
20260515M273BICANRen73	UCI.5224.CB05.VePo	VePo	v2	1000 D2P2750	7.9	REN073	M273	5/11/2026	130,154	150	89	79,304	40,461	HoneydewUltra											82
20260515M274BICANRen74	UWA.7648.CB63.CbDN	CbDN	v2	1000 D2P2750	6.7	REN074	M274	5/11/2026	38,850	98	56	30,098	15,356	WatermelonUltra											83
20260515M274BICANRen74	UCI.4723.CB06.CbDN	CbDN	v2	1000 D2P2750	n/a	REN074	M274	5/11/2026	37,486	73	44	23,293	11,884	WatermelonUltra											83
20260515M274BICANRen74	UCI.2424.CB03.CbDN	CbDN	v2	1000 D2P2750	5.6	REN074	M274	5/11/2026	50,588	53	34	18,828	9,606	WatermelonUltra											83
20260515M274BICANRen74	UCI.5224.CB05.CbDN	CbDN	v2	1000 D2P2750	7.3	REN074	M274	5/11/2026	38,205	146	75	36,559	18,652	WatermelonUltra											83
20260522M276BICANRen75	UWA.7648.CB60.VeA	VeA	v2	1000 D2P2750	6.8	REN075	M276	5/18/2026	Failed experiment: "unexpected system reboot. After reviewing the Windows logs, we found the cause of the restart to be a faulty Windows driver. We were able to update the driver through the Windows updates and confirmed it is the latest version available"; Deleted experiment					WatermelonUltra											84
20260522M276BICANRen75	UCI.4723.CB09.VeA	VeA	v2	1000 D2P2750	7.0	REN075	M276	5/18/2026						WatermelonUltra											84
20260522M276BICANRen75	UCI.2424.CB01.VeA	VeA	v2	1000 D2P2750	6.1	REN075	M276	5/18/2026						WatermelonUltra											84
20260522M276BICANRen75	UCI.5224.CB05.VeA	VeA	v2	1000 D2P2750	8.1	REN075	M276	5/18/2026						WatermelonUltra											84
20260522M277BICANRen76	UWA.7648.CB67.CBLA	CBLA	v2	1000 D2P2750	7.3	REN076	M277	5/18/2026	108,891	151	87	48,885	24,942	HoneydewUltra											85
20260522M277BICANRen76	UCI.4723.CB03.CBLA	CBLA	v2	1000 D2P2750	7.2	REN076	M277	5/18/2026	99,250	168	95	66,631	33,995	HoneydewUltra											85
20260522M277BICANRen76	UCI.2424.CB03.CBLA	CBLA	v2	1000 D2P2750	6.8	REN076	M277	5/18/2026	114,639	100	65	28,464	14,522	HoneydewUltra											85
20260522M277BICANRen76	UCI.5224.CB03.CBLA	CBLA	v2	1000 D2P2750	8.0	REN076	M277	5/18/2026	153,614	180	100	61,234	31,242	HoneydewUltra											85
20260531M278BICANRen77	UWA.7648.CB60.VeA	VeA	v2	1000 D2P2750	6.8	REN077	M278	5/27/2026	73,409	149	85	35,674	18,201	HoneydewUltra											86
20260531M278BICANRen77	UCI.4723.CB09.VeA	VeA	v2	1000 D2P2750	7.0	REN077	M278	5/27/2026	107,100	167	92	49,173	25,088	HoneydewUltra											86
20260531M278BICANRen77	UCI.2424.CB01.VeA	VeA	v2	1000 D2P2750	6.1	REN077	M278	5/27/2026	115,389	154	87	44,624	22,768	HoneydewUltra											86
20260531M278BICANRen77	UCI.5224.CB05.VeA	VeA	v2	1000 D2P2750	8.1	REN077	M278	5/27/2026	102,723	196	103	63,590	32,444	HoneydewUltra											86
20260601M279BICANRen78	UWA.7648.CB61.PVP	PVP	v2	1000 D2P2750	7.2	REN078	M279	5/27/2026				35,517	18,121	WatermelonUltra											87
20260601M279BICANRen78	UCI.4723.CB08.PVP	PVP	v2	1000 D2P2750	5.8	REN078	M279	5/27/2026				38,753	19,772	WatermelonUltra											87
20260601M279BICANRen78	UCI.2424.CB02.PVP	PVP	v2	1000 D2P2750	6.1	REN078	M279	5/27/2026				19,886	10,146	WatermelonUltra											87
20260601M279BICANRen78	UCI.5224.CB05.PVP	PVP	v2	1000 D2P2750	7.8	REN078	M279	5/27/2026				50,124	25,573	WatermelonUltra											87
20260603M280BICANRen79	UWA.7648.CB61.PVA	PVA	v2	1000 D2P2750	6.5	REN079	M280	5/27/2026				54,552	27,833	HoneydewUltra											88
20260603M280BICANRen79	UCI.4723.CB08.PVA	PVA	v2	1000 D2P2750	6.7	REN079	M280	5/27/2026				49,558	25,285	HoneydewUltra											88
20260603M280BICANRen79	UCI.2424.CB02.PVA	PVA	v2	1000 D2P2750	6.4	REN079	M280	5/27/2026				37,160	18,959	HoneydewUltra											88
20260603M280BICANRen79	UCI.5224.CB05.PVA	PVA	v2	1000 D2P2750	8.0	REN079	M280	5/27/2026				59,791	30,505	HoneydewUltra											88
20260619M283BICANRen80	UWA.7648.CB60.VeF	VeF	v2	1000 D2P2750	n/a	REN080	M283	6/11/2026				7,035	3,589	HoneydewUltra											89
20260619M283BICANRen80	UCI.4723.CB09.VeF	VeF	v2	1000 D2P2750	n/a	REN080	M283	6/11/2026				21,353	10,895	HoneydewUltra											89
20260619M283BICANRen80	UCI.2424.CB01.VeF	VeF	v2	1000 D2P2750	5.1	REN080	M283	6/11/2026				17,295	8,824	HoneydewUltra											89
20260619M283BICANRen80	UCI.5224.CB04.VeF	VeF	v2	1000 D2P2750	7.7	REN080	M283	6/11/2026				61,584	31,420	HoneydewUltra											89
20260619M284BICANRen81	UWA.7648.CB67.CBLP	CBLP	v2	1000 D2P2750	7.3	REN081	M284	6/11/2026				20,971	10,700	WatermelonUltra											90
20260619M284BICANRen81	UCI.4723.CB03.CBLP	CBLP	v2	1000 D2P2750	7.1	REN081	M284	6/11/2026				25,697	13,111	WatermelonUltra											90
20260619M284BICANRen81	UCI.2424.CB03.CBLP	CBLP	v2	1000 D2P2750	5.4	REN081	M284	6/11/2026				17,458	8,907	WatermelonUltra											90
20260619M284BICANRen81	UCI.5224.CB05.CBLP	CBLP	v2	1000 D2P2750	7.9	REN081	M284	6/11/2026				28,220	14,398	WatermelonUltra											90
